0,0,0.35346,0,0,0,0,0.74048,0.74048,0.74048
0,0.21819,0,0,0,0,0,0.43033,0,0
0,0,0,0,0.47731,0.47731,0.47731,0.47731,0.47731,0
0,0,0,NaN,NaN,0,0.60613,0,0,0.60613
0,0,0,0.80319,0,0,0.386,0.66682,0.66682,0
0,0.17025,0.19526,0,0.386,0.386,0,0.386,0,0.386
0,0,0.41043,0.32108,0,0,0,0,0,0.50053
0,0.25896,0,0,0.48616,0.61283,0,0,0,0.34352
0,0,0.12309,0,0.32108,0,0.32108,0.32108,0.32108,0
0,0,0,0,0.42706,0,0.42706,0.56205,0,0.56205
0,0.25314,0.66363,0.39397,0.39397,0.39397,0,0.39397,0,0.058651
0,0.36646,0.16988,0.29329,0.47383,0.47383,0.29329,0.47383,0.47383,0.47383
0,0.44262,0.6216,0.54467,0.44363,0.44363,0.37118,0.54467,0.54467,0.44363
0,0.26462,0,0,0.67999,0,0.67999,0,0,0.58291
0,0,0.23547,0.2479,0,0.21749,0,0.21749,0.21749,0
0,0.28711,0.3832,0.43847,0.44516,0.43847,0.43847,0.43847,0.43847,0.43847
0,0.12389,0.06158,0.27477,0.25685,0.27477,0.31434,0.15054,0.22354,0.15054
0,0.10022,0.10782,0.37009,0.31865,0.293,0.36872,0.17139,0.10938,0.10938
0,0.21169,0.17861,0.28191,0.23136,0.28191,0.11408,0.16404,0.16404,0.16404
0,0.086983,0.15799,0.12705,0.24989,0.10474,0.14368,0.099398,0.099398,0.079495
0,0.21394,0.04303,0.34586,0.12879,0.1553,0.15765,0.1502,0.035543,0.1502
0,-0.010768,0.14884,0.28348,0.24796,0.1924,0.30396,0.28944,0.28944,0.28944
0,0.01429,0.084442,0.052477,-0.0072498,0.061744,0.11803,0.10351,0.10351,-0.00758
0,0.34502,0.21697,0.081891,0.063928,0.031031,-0.012924,0.064614,0.064614,0.064614
0,0.13209,0.36454,0.10737,0.039186,0.0462,0.10737,0.013263,0.022744,0.12653
